time[sec],experiment,y1-u1estimate,y1-u2estimate,y1-u3estimate,y1-u4estimate,y1-u5estimate,y1-u6estimate,y1-u7estimate,y1-u8estimate,y1-u9estimate,y1-u10estimate,y2-u1estimate,y2-u2estimate,y2-u3estimate,y2-u4estimate,y2-u5estimate,y2-u6estimate,y2-u7estimate,y2-u8estimate,y2-u9estimate,y2-u10estimate,y3-u1estimate,y3-u2estimate,y3-u3estimate,y3-u4estimate,y3-u5estimate,y3-u6estimate,y3-u7estimate,y3-u8estimate,y3-u9estimate,y3-u10estimate,y4-u1estimate,y4-u2estimate,y4-u3estimate,y4-u4estimate,y4-u5estimate,y4-u6estimate,y4-u7estimate,y4-u8estimate,y4-u9estimate,y4-u10estimate,y5-u1estimate,y5-u2estimate,y5-u3estimate,y5-u4estimate,y5-u5estimate,y5-u6estimate,y5-u7estimate,y5-u8estimate,y5-u9estimate,y5-u10estimate,y6-u1estimate,y6-u2estimate,y6-u3estimate,y6-u4estimate,y6-u5estimate,y6-u6estimate,y6-u7estimate,y6-u8estimate,y6-u9estimate,y6-u10estimate,y7-u1estimate,y7-u2estimate,y7-u3estimate,y7-u4estimate,y7-u5estimate,y7-u6estimate,y7-u7estimate,y7-u8estimate,y7-u9estimate,y7-u10estimate,y8-u1estimate,y8-u2estimate,y8-u3estimate,y8-u4estimate,y8-u5estimate,y8-u6estimate,y8-u7estimate,y8-u8estimate,y8-u9estimate,y8-u10estimate,y9-u1estimate,y9-u2estimate,y9-u3estimate,y9-u4estimate,y9-u5estimate,y9-u6estimate,y9-u7estimate,y9-u8estimate,y9-u9estimate,y9-u10estimate,y10-u1estimate,y10-u2estimate,y10-u3estimate,y10-u4estimate,y10-u5estimate,y10-u6estimate,y10-u7estimate,y10-u8estimate,y10-u9estimate,y10-u10estimate,
17.9058,1.73849,1.21211,1.74416,1.73225,1.69906,1.65777,1.68102,1.69901,1.75273,1.70046,1.7239,1.63496,1.75167,1.71082,1.68658,1.65771,1.67346,1.68814,1.74929,1.70215,1.7299,1.51486,1.72144,1.69662,1.69406,1.66585,1.68737,1.71221,1.75817,1.69794,1.72467,1.71967,1.67436,1.63807,1.64308,1.64286,1.66106,1.67929,1.74302,1.69895,1.71818,1.83395,1.72829,1.69297,1.69284,1.68043,1.6797,1.7017,1.75004,1.71297,1.73951,1.81402,1.73283,1.69751,1.70114,1.69176,1.69918,1.70056,1.74883,1.70847,1.73514,1.79618,1.74975,1.71561,1.71855,1.71507,1.73175,1.74439,1.74938,1.70904,1.73492,1.80856,1.76238,1.73558,1.72842,1.72942,1.73804,1.74432,1.74372,1.79048,1.80427,1.93278,1.80338,1.79028,1.78369,1.77787,1.78788,1.78737,1.78658,1.81133,1.81569,1.92568,1.80646,1.79352,1.78473,1.78041,1.79673,1.79627,1.7963,1.82788,1.84299,
17.9558,0.376738,0.872617,0.27161,0.262893,0.238742,0.197671,0.164441,0.190948,0.160528,0.215918,0.22958,0.764403,0.280546,0.269493,0.250951,0.218875,0.194333,0.210324,0.181355,0.229513,0.248894,0.516592,0.256032,0.255112,0.253938,0.221479,0.194607,0.214151,0.184125,0.22943,0.249088,0.552621,0.237184,0.232924,0.236092,0.234397,0.208465,0.236356,0.19429,0.228687,0.255401,0.290743,0.126289,0.144347,0.144159,0.15517,0.11249,0.1389,0.120326,0.162723,0.187547,0.225714,0.145764,0.161849,0.167845,0.173993,0.13419,0.138083,0.11755,0.161348,0.183745,0.231876,0.139767,0.156518,0.161749,0.163886,0.114005,0.112914,0.116375,0.158495,0.181629,0.317116,0.222124,0.231314,0.220449,0.21984,0.183269,0.177491,0.177402,0.175705,0.191173,0.309892,0.220753,0.232079,0.219258,0.224705,0.186959,0.182968,0.183787,0.181632,0.176561,0.289245,0.25315,0.262543,0.255165,0.258303,0.226752,0.222611,0.222648,0.222351,0.203459,
18.0058,-0.846512,-0.398249,-1.03426,-1.01891,-1.03867,-1.06429,-1.09507,-1.12362,-1.17094,-1.21209,-1.23525,-0.977223,-1.04684,-0.989598,-1.00621,-1.02859,-1.05227,-1.07916,-1.11807,-1.16198,-1.18693,-1.06353,-1.06034,-1.00633,-1.00681,-1.0302,-1.05812,-1.09352,-1.12329,-1.1609,-1.18573,-0.982202,-1.07925,-1.02585,-1.02547,-1.02434,-1.05288,-1.09196,-1.12161,-1.16122,-1.18495,-1.05303,-1.10891,-1.06637,-1.06642,-1.0577,-1.00844,-1.05218,-1.08258,-1.12223,-1.14544,-0.930713,-1.1534,-1.10715,-1.10942,-1.10059,-1.07033,-1.0429,-1.0618,-1.09084,-1.11979,-0.912075,-1.17293,-1.12659,-1.12838,-1.12499,-1.10133,-1.06628,-1.06292,-1.09584,-1.12147,-0.930597,-1.19,-1.15341,-1.14997,-1.15099,-1.13374,-1.10857,-1.10988,-1.10784,-1.1271,-0.995518,-1.20833,-1.16981,-1.1664,-1.15826,-1.14062,-1.12416,-1.12756,-1.12387,-1.12592,-0.995276,-1.21415,-1.17589,-1.17313,-1.16696,-1.14767,-1.13292,-1.13278,-1.12818,-1.12681,
18.0558,-0.852955,-0.24878,-0.898615,-0.88247,-0.843541,-0.866578,-0.888023,-0.918388,-0.879138,-0.934451,-0.916457,-0.809825,-0.909904,-0.853198,-0.824966,-0.843774,-0.861243,-0.888122,-0.827033,-0.88388,-0.858667,-0.594921,-0.861484,-0.829661,-0.827911,-0.848198,-0.869974,-0.906941,-0.837861,-0.880978,-0.854549,-0.563336,-0.871102,-0.844731,-0.851916,-0.850259,-0.873986,-0.917976,-0.844846,-0.880607,-0.856161,-0.667351,-0.907064,-0.88201,-0.881782,-0.879641,-0.850577,-0.900061,-0.843504,-0.873691,-0.839449,-0.642641,-0.920713,-0.894472,-0.900841,-0.899183,-0.876988,-0.903254,-0.848881,-0.884553,-0.850607,-0.680481,-0.887927,-0.838422,-0.844468,-0.8459,-0.802587,-0.819453,-0.843291,-0.865515,-0.842838,-0.769071,-0.973021,-0.930949,-0.918794,-0.91843,-0.883973,-0.8889,-0.885554,-0.893173,-0.873106,-0.76505,-0.969746,-0.912689,-0.897735,-0.899838,-0.863841,-0.868746,-0.860668,-0.86935,-0.87074,-0.754668,-0.984869,-0.927969,-0.911194,-0.91239,-0.872728,-0.876988,-0.877333,-0.889107,-0.893909,
18.1058,-0.668729,-1.38047,-0.79466,-0.783404,-0.749006,-0.70064,-0.722388,-0.74164,-0.697881,-0.658253,-0.637689,-1.3062,-0.80498,-0.760159,-0.735598,-0.701649,-0.716188,-0.730775,-0.671932,-0.638674,-0.611936,-0.980622,-0.765592,-0.741576,-0.740014,-0.705807,-0.72418,-0.74582,-0.680757,-0.634824,-0.606567,-1.06653,-0.739044,-0.704669,-0.708651,-0.709266,-0.729646,-0.757106,-0.687947,-0.634103,-0.610159,-1.09652,-0.763512,-0.735108,-0.734992,-0.74719,-0.741634,-0.775806,-0.716503,-0.666097,-0.639957,-1.03449,-0.777954,-0.748625,-0.752723,-0.761064,-0.764311,-0.777444,-0.718283,-0.665597,-0.641446,-1.04093,-0.77055,-0.730698,-0.73438,-0.737531,-0.733392,-0.745189,-0.720675,-0.672243,-0.645021,-0.871572,-0.6067,-0.583263,-0.567679,-0.566663,-0.583634,-0.601162,-0.60236,-0.563277,-0.552175,-0.790837,-0.58305,-0.53879,-0.518969,-0.525302,-0.541527,-0.556304,-0.559447,-0.539309,-0.542634,-0.792168,-0.585734,-0.541914,-0.512481,-0.517388,-0.533706,-0.546917,-0.546746,-0.521392,-0.516962,
18.1558,-0.417191,-0.0675108,-0.596423,-0.607734,-0.575524,-0.537056,-0.496313,-0.520292,-0.487353,-0.437837,-0.45436,0.00249313,-0.580627,-0.58443,-0.560833,-0.535023,-0.507612,-0.524247,-0.485892,-0.441208,-0.461311,-0.00170663,-0.551235,-0.564739,-0.563159,-0.536712,-0.506269,-0.525722,-0.488045,-0.439508,-0.459329,-0.161411,-0.527293,-0.537853,-0.541066,-0.544816,-0.513993,-0.539451,-0.494859,-0.438822,-0.465131,-0.0642369,-0.465939,-0.484867,-0.484701,-0.497891,-0.524831,-0.555474,-0.516788,-0.467284,-0.50742,-0.0564102,-0.480749,-0.498787,-0.50327,-0.50894,-0.551018,-0.554478,-0.51293,-0.457555,-0.497127,-0.0743834,-0.466413,-0.480758,-0.48479,-0.487173,-0.525684,-0.522553,-0.513516,-0.45792,-0.496319,-0.0489109,-0.440793,-0.453024,-0.441115,-0.440397,-0.469125,-0.470144,-0.471631,-0.506868,-0.532469,-0.187259,-0.482119,-0.521634,-0.50973,-0.520818,-0.552436,-0.54562,-0.549891,-0.561641,-0.558526,-0.19961,-0.456584,-0.496986,-0.468619,-0.47776,-0.499529,-0.494325,-0.494053,-0.505888,-0.5159,
18.2058,-0.617544,-0.977443,-0.408119,-0.398779,-0.428864,-0.382852,-0.345161,-0.302888,-0.267325,-0.237888,-0.249626,-0.803324,-0.41331,-0.344577,-0.370681,-0.343185,-0.320147,-0.291658,-0.2429,-0.218623,-0.234069,-0.84023,-0.440951,-0.372415,-0.373034,-0.345129,-0.320127,-0.28569,-0.241743,-0.21864,-0.234347,-0.838793,-0.43243,-0.351779,-0.348582,-0.347761,-0.321546,-0.282304,-0.242085,-0.218491,-0.236258,-0.648863,-0.35933,-0.31741,-0.317497,-0.322795,-0.359366,-0.31557,-0.277497,-0.250459,-0.281211,-0.690243,-0.338362,-0.299072,-0.295744,-0.301542,-0.331908,-0.313848,-0.272188,-0.239978,-0.270162,-0.689884,-0.334395,-0.283238,-0.280333,-0.282503,-0.314622,-0.279699,-0.272214,-0.238891,-0.268758,-0.607249,-0.255503,-0.219607,-0.224706,-0.22404,-0.250077,-0.23251,-0.232573,-0.241715,-0.264026,-0.622183,-0.264122,-0.221463,-0.22757,-0.234145,-0.260953,-0.248901,-0.250349,-0.254247,-0.25063,-0.603814,-0.305285,-0.260823,-0.286143,-0.289636,-0.349809,-0.337751,-0.337832,-0.347251,-0.33533,
18.2558,-1.42544,-1.29722,-1.73944,-1.75236,-1.72856,-1.77241,-1.73607,-1.70452,-1.76194,-1.71903,-1.74109,-1.31058,-1.72977,-1.78492,-1.76504,-1.79432,-1.76734,-1.74027,-1.82623,-1.77939,-1.80756,-1.42855,-1.73157,-1.77828,-1.77533,-1.80798,-1.78328,-1.75876,-1.8318,-1.77642,-1.80394,-1.42838,-1.74137,-1.7949,-1.80677,-1.81028,-1.78437,-1.75575,-1.82782,-1.77657,-1.8038,-1.44686,-1.73635,-1.77432,-1.77386,-1.77105,-1.79434,-1.7591,-1.81723,-1.77708,-1.81195,-1.54717,-1.7095,-1.75007,-1.75806,-1.7544,-1.77137,-1.75688,-1.81398,-1.76901,-1.80405,-1.53281,-1.72237,-1.77845,-1.78509,-1.78306,-1.81109,-1.79928,-1.8132,-1.7648,-1.80146,-1.5231,-1.71346,-1.75733,-1.73833,-1.73891,-1.76129,-1.75384,-1.75127,-1.76019,-1.7902,-1.58627,-1.7319,-1.79969,-1.77868,-1.77583,-1.79992,-1.79179,-1.78563,-1.78644,-1.79174,-1.58507,-1.73961,-1.80584,-1.77592,-1.77386,-1.80518,-1.79795,-1.79823,-1.80025,-1.80469,
18.3058,-2.95136,-2.0566,-2.56056,-2.55063,-2.57946,-2.54424,-2.57228,-2.52939,-2.58791,-2.66467,-2.67654,-2.3129,-2.56097,-2.4638,-2.49042,-2.47505,-2.49937,-2.4769,-2.52567,-2.60315,-2.61501,-2.40327,-2.56605,-2.4808,-2.48332,-2.46549,-2.48942,-2.45718,-2.51467,-2.60871,-2.62236,-2.37737,-2.57656,-2.48688,-2.47821,-2.48104,-2.50974,-2.48057,-2.52243,-2.60834,-2.62571,-2.40268,-2.57931,-2.51678,-2.51712,-2.53998,-2.52867,-2.49595,-2.52734,-2.59722,-2.61855,-2.40192,-2.58515,-2.52323,-2.51582,-2.53293,-2.51351,-2.49312,-2.522,-2.5934,-2.61394,-2.37154,-2.61402,-2.55284,-2.54598,-2.55001,-2.53968,-2.51578,-2.52139,-2.59363,-2.61347,-2.42288,-2.66386,-2.61452,-2.63512,-2.634,-2.61796,-2.59903,-2.59744,-2.56997,-2.58751,-2.42889,-2.66292,-2.59662,-2.62051,-2.63072,-2.61329,-2.60172,-2.60126,-2.58258,-2.58228,-2.41758,-2.68487,-2.61841,-2.66414,-2.67064,-2.6665,-2.65535,-2.65546,-2.6352,-2.63208,
18.3559,-4.00963,-3.46244,-3.86738,-3.85937,-3.8406,-3.88234,-3.855,-3.89019,-3.94917,-4.0064,-3.985,-3.98459,-3.88274,-3.93439,-3.91637,-3.93903,-3.91397,-3.93314,-4.02415,-4.0675,-4.04276,-4.043,-3.89951,-3.93739,-3.9333,-3.96083,-3.94197,-3.97949,-4.04234,-4.06163,-4.03475,-4.0513,-3.89167,-3.93227,-3.94741,-3.94758,-3.92469,-3.9606,-4.03218,-4.06244,-4.02679,-4.12067,-3.9292,-3.95016,-3.94962,-3.93238,-3.98344,-4.02764,-4.0753,-4.0941,-4.05112,-4.12456,-3.92349,-3.94478,-3.95676,-3.94256,-4.01443,-4.02763,-4.07664,-4.09771,-4.05766,-4.1245,-3.92031,-3.94409,-3.95438,-3.95013,-4.03256,-4.05871,-4.07528,-4.09358,-4.05686,-4.25582,-4.04807,-4.06075,-4.0379,-4.03918,-4.0793,-4.09017,-4.08836,-4.0755,-4.04928,-4.22555,-4.04015,-4.05199,-4.02484,-4.01178,-4.05273,-4.06198,-4.05584,-4.05129,-4.05565,-4.22159,-4.03876,-4.05057,-4.00813,-3.99888,-4.04893,-4.0574,-4.05766,-4.05331,-4.06957,
18.4059,-3.58121,-3.15927,-3.57585,-3.56953,-3.55286,-3.53373,-3.56851,-3.5441,-3.49075,-3.55114,-3.52538,-3.52062,-3.58319,-3.60484,-3.5903,-3.5723,-3.59175,-3.57108,-3.51699,-3.56892,-3.53936,-3.35999,-3.54762,-3.57814,-3.57994,-3.55859,-3.57464,-3.54109,-3.50496,-3.57436,-3.54615,-3.34993,-3.54913,-3.58926,-3.58383,-3.58653,-3.60955,-3.58406,-3.52398,-3.57297,-3.55474,-3.35276,-3.54081,-3.57011,-3.5703,-3.60179,-3.55246,-3.51769,-3.47943,-3.52803,-3.49723,-3.3306,-3.55369,-3.58159,-3.57833,-3.60063,-3.53765,-3.51343,-3.46794,-3.51294,-3.4862,-3.33094,-3.55484,-3.58974,-3.58677,-3.5933,-3.51973,-3.47332,-3.46745,-3.51262,-3.48627,-3.33188,-3.55688,-3.58412,-3.59101,-3.58912,-3.54505,-3.51279,-3.51306,-3.49422,-3.47371,-3.23593,-3.52304,-3.54015,-3.54688,-3.56186,-3.51527,-3.49755,-3.50013,-3.48945,-3.47899,-3.23849,-3.51312,-3.53062,-3.5371,-3.54842,-3.48167,-3.46627,-3.46611,-3.45074,-3.44194,
18.4559,-1.22375,-2.61358,-1.91374,-1.90989,-1.90019,-1.87914,-1.86151,-1.89748,-1.93709,-1.87419,-1.85054,-2.32757,-1.9166,-1.91066,-1.90351,-1.88749,-1.87463,-1.90005,-1.94966,-1.89086,-1.86296,-2.10869,-1.89412,-1.89676,-1.89792,-1.87997,-1.86197,-1.88638,-1.94154,-1.89273,-1.86505,-2.16596,-1.87129,-1.87014,-1.86473,-1.86447,-1.84205,-1.86252,-1.92979,-1.89334,-1.85801,-2.16236,-1.87971,-1.8773,-1.87751,-1.86752,-1.94913,-1.98057,-2.01652,-1.97147,-1.93887,-2.15777,-1.87439,-1.87241,-1.86761,-1.86093,-1.95892,-1.98556,-2.0293,-1.98959,-1.95535,-2.1653,-1.86554,-1.85851,-1.85436,-1.85277,-1.95928,-2.00392,-2.02654,-1.97821,-1.95091,-2.17169,-1.87293,-1.86734,-1.87839,-1.87883,-1.94034,-1.97074,-1.96597,-1.9759,-1.95497,-2.17885,-1.8782,-1.87318,-1.88653,-1.8828,-1.94616,-1.96475,-1.95369,-1.96154,-1.96167,-2.19164,-1.84467,-1.84167,-1.84934,-1.84757,-1.91411,-1.93115,-1.93158,-1.94084,-1.94897,
18.5059,-1.12845,-1.70367,-0.954251,-0.97262,-0.958425,-0.939246,-0.912077,-0.885143,-0.844486,-0.905493,-0.917459,-0.542276,-0.916872,-0.784877,-0.784184,-0.791238,-0.787464,-0.783716,-0.689773,-0.76417,-0.773158,-0.428363,-0.874694,-0.777371,-0.778568,-0.784269,-0.777185,-0.767472,-0.685389,-0.767288,-0.777324,-0.471678,-0.880833,-0.773564,-0.769012,-0.775036,-0.765442,-0.749941,-0.681408,-0.767624,-0.773952,-0.367474,-0.81207,-0.750905,-0.751057,-0.746691,-0.718273,-0.697836,-0.650416,-0.727472,-0.728383,-0.342096,-0.836219,-0.774847,-0.773035,-0.76398,-0.741177,-0.685557,-0.619873,-0.683187,-0.69315,-0.337875,-0.843291,-0.771427,-0.76966,-0.766908,-0.746688,-0.657731,-0.623775,-0.699528,-0.700085,-0.286384,-0.791489,-0.738232,-0.741795,-0.742542,-0.732905,-0.677424,-0.682858,-0.636376,-0.641977,-0.254536,-0.775304,-0.695427,-0.69838,-0.688411,-0.676951,-0.646971,-0.660586,-0.632608,-0.630493,-0.248636,-0.788383,-0.709082,-0.719112,-0.711268,-0.708221,-0.681052,-0.680578,-0.647269,-0.634679,
18.5559,-2.17818,-1.7654,-2.15538,-2.17292,-2.2156,-2.20161,-2.18156,-2.15508,-2.19339,-2.14669,-2.12741,-1.62444,-2.13962,-2.19384,-2.22516,-2.21488,-2.19841,-2.17627,-2.23244,-2.18518,-2.16296,-2.34049,-2.25654,-2.26107,-2.25554,-2.25204,-2.24992,-2.24938,-2.26418,-2.17262,-2.14636,-2.46398,-2.23037,-2.22239,-2.23928,-2.24114,-2.23649,-2.22998,-2.25558,-2.17295,-2.14173,-2.46029,-2.2393,-2.2321,-2.23147,-2.22371,-2.20015,-2.18829,-2.21589,-2.15534,-2.10969,-2.53304,-2.20975,-2.20581,-2.21743,-2.21118,-2.17234,-2.19337,-2.22886,-2.17239,-2.12664,-2.5382,-2.19859,-2.18623,-2.19624,-2.19496,-2.15049,-2.17639,-2.22197,-2.14596,-2.1158,-2.55847,-2.21908,-2.20862,-2.18272,-2.18311,-2.15779,-2.17173,-2.16417,-2.21211,-2.18284,-2.61024,-2.23981,-2.23788,-2.20827,-2.20615,-2.18089,-2.18759,-2.16908,-2.20042,-2.20001,-2.61181,-2.22457,-2.22361,-2.17217,-2.17137,-2.12349,-2.13025,-2.13099,-2.16756,-2.18509,
18.6059,-3.54833,-2.74894,-3.19523,-3.18809,-3.23152,-3.281,-3.26184,-3.24199,-3.28539,-3.33073,-3.34726,-3.08542,-3.20081,-3.17789,-3.21163,-3.25051,-3.239,-3.22792,-3.27514,-3.31767,-3.33792,-3.32008,-3.24173,-3.20715,-3.20903,-3.24871,-3.23521,-3.21999,-3.26979,-3.32048,-3.3418,-3.01006,-3.31223,-3.29547,-3.29507,-3.29603,-3.29143,-3.29534,-3.29891,-3.31829,-3.35894,-2.88465,-3.24218,-3.24384,-3.24381,-3.27655,-3.25221,-3.25331,-3.26278,-3.28485,-3.33401,-2.89112,-3.24907,-3.25027,-3.25131,-3.27496,-3.24325,-3.25589,-3.26939,-3.29733,-3.33974,-2.86702,-3.27232,-3.28545,-3.28589,-3.29185,-3.26464,-3.29183,-3.27266,-3.31019,-3.34443,-2.82522,-3.23351,-3.24589,-3.24206,-3.24036,-3.23003,-3.24761,-3.24898,-3.18043,-3.21883,-2.80199,-3.22131,-3.23056,-3.22567,-3.24119,-3.22998,-3.24099,-3.24622,-3.20094,-3.2015,-2.79775,-3.24467,-3.25229,-3.25348,-3.2643,-3.25917,-3.26836,-3.2682,-3.21336,-3.19313,
18.656,-4.63386,-4.01165,-4.372,-4.36597,-4.35386,-4.41261,-4.45543,-4.43953,-4.47056,-4.51383,-4.50276,-4.43951,-4.38395,-4.42936,-4.41704,-4.45374,-4.47832,-4.46412,-4.51244,-4.54677,-4.53382,-4.43171,-4.38504,-4.4232,-4.42194,-4.46108,-4.49225,-4.48229,-4.51898,-4.54505,-4.53135,-4.35747,-4.39875,-4.44686,-4.45384,-4.4553,-4.4874,-4.47331,-4.51408,-4.54544,-4.52717,-4.75648,-4.58243,-4.58088,-4.58075,-4.57657,-4.67428,-4.66809,-4.67013,-4.66849,-4.66604,-4.83584,-4.5488,-4.55002,-4.55091,-4.55142,-4.65589,-4.67215,-4.6797,-4.68422,-4.67927,-4.83489,-4.54676,-4.54682,-4.54751,-4.54774,-4.66364,-4.69256,-4.68161,-4.69127,-4.68271,-4.9376,-4.64781,-4.64355,-4.64519,-4.64518,-4.7044,-4.71942,-4.72089,-4.74166,-4.73134,-4.98531,-4.66591,-4.66898,-4.67203,-4.67447,-4.73561,-4.74221,-4.74768,-4.75735,-4.75928,-4.98712,-4.65475,-4.65843,-4.65881,-4.66097,-4.73526,-4.74125,-4.74102,-4.75317,-4.78301,
18.706,-5.91625,-5.01065,-5.29217,-5.28925,-5.2795,-5.26995,-5.31857,-5.36054,-5.38912,-5.42059,-5.40914,-5.26639,-5.29783,-5.32627,-5.31718,-5.30695,-5.3352,-5.3643,-5.40064,-5.42809,-5.4135,-5.17283,-5.27719,-5.30859,-5.31007,-5.29742,-5.32546,-5.35572,-5.39525,-5.43061,-5.41652,-5.20925,-5.26858,-5.30348,-5.29863,-5.30379,-5.33506,-5.37401,-5.40145,-5.4301,-5.4186,-5.32615,-5.31756,-5.3324,-5.3326,-5.34818,-5.31348,-5.35881,-5.38355,-5.41115,-5.39193,-5.13528,-5.38698,-5.39566,-5.39616,-5.40098,-5.3965,-5.34323,-5.34751,-5.35446,-5.34855,-5.1119,-5.41091,-5.43444,-5.43442,-5.43459,-5.44029,-5.36755,-5.3504,-5.36509,-5.35324,-5.10441,-5.40311,-5.42178,-5.42102,-5.42096,-5.42599,-5.37945,-5.38166,-5.38938,-5.37713,-5.01809,-5.37121,-5.37726,-5.3751,-5.37285,-5.37651,-5.35156,-5.35775,-5.36609,-5.36278,-5.00396,-5.38949,-5.39455,-5.39831,-5.39607,-5.41504,-5.3924,-5.39224,-5.40504,-5.39366,
18.756,-4.96113,-4.91349,-5.18849,-5.1883,-5.18926,-5.18747,-5.18164,-5.23901,-5.1665,-5.179,-5.16786,-5.30146,-5.20045,-5.32974,-5.32313,-5.30704,-5.29024,-5.31939,-5.26523,-5.26494,-5.2572,-5.36967,-5.2193,-5.32235,-5.32246,-5.30547,-5.28553,-5.31856,-5.26681,-5.26436,-5.25642,-5.46802,-5.18625,-5.29434,-5.29261,-5.29435,-5.27081,-5.30283,-5.26202,-5.26456,-5.25375,-5.46003,-5.19243,-5.26599,-5.26603,-5.25952,-5.28365,-5.32128,-5.28547,-5.28484,-5.27536,-5.42585,-5.19848,-5.27062,-5.2702,-5.26324,-5.29646,-5.32598,-5.29478,-5.30045,-5.28754,-5.48267,-5.14114,-5.1984,-5.19855,-5.1989,-5.21333,-5.23316,-5.28514,-5.26588,-5.27184,-5.60074,-5.25644,-5.29561,-5.29875,-5.29869,-5.29604,-5.30309,-5.29547,-5.32876,-5.32686,-5.63298,-5.27083,-5.33074,-5.3356,-5.33833,-5.33667,-5.33744,-5.31943,-5.33773,-5.33113,-5.64197,-5.23237,-5.29368,-5.28612,-5.28932,-5.26618,-5.26787,-5.26855,-5.28885,-5.28014,
18.806,-4.0174,-5.16024,-4.26921,-4.27119,-4.27552,-4.27233,-4.26248,-4.25237,-4.17547,-4.1018,-4.08963,-4.48717,-4.25836,-4.18655,-4.19487,-4.20255,-4.20187,-4.20264,-4.08633,-4.02957,-4.01269,-4.18716,-4.21002,-4.16595,-4.17164,-4.17379,-4.1606,-4.1407,-4.06161,-4.03766,-4.02303,-4.11351,-4.22703,-4.18492,-4.16679,-4.17216,-4.15771,-4.13388,-4.06196,-4.03729,-4.02353,-3.97261,-4.15199,-4.13706,-4.13769,-4.13956,-4.12239,-4.093,-4.04106,-4.02318,-4.00327,-3.95627,-4.16536,-4.15028,-4.13701,-4.13481,-4.10988,-4.09025,-4.03265,-4.00879,-3.99239,-3.96125,-4.16084,-4.13941,-4.12773,-4.12726,-4.10124,-4.06731,-4.03615,-4.02045,-3.99768,-3.69284,-3.90237,-3.89793,-3.91829,-3.91829,-3.9263,-3.91613,-3.9181,-3.83747,-3.83566,-3.57678,-3.86183,-3.83291,-3.85498,-3.85073,-3.85705,-3.85677,-3.8618,-3.81606,-3.81444,-3.57261,-3.88234,-3.85255,-3.8943,-3.89038,-3.9161,-3.91474,-3.91466,-3.86113,-3.84457,
18.856,-4.91972,-4.42552,-4.61685,-4.64036,-4.64124,-4.64737,-4.63564,-4.62128,-4.64644,-4.56885,-4.59892,-3.78508,-4.58212,-4.54833,-4.55392,-4.57046,-4.56919,-4.56763,-4.57521,-4.51314,-4.54677,-4.10171,-4.60426,-4.56736,-4.56511,-4.58456,-4.58962,-4.59825,-4.58891,-4.50695,-4.53902,-4.26749,-4.58195,-4.53363,-4.53928,-4.54632,-4.54361,-4.53524,-4.56347,-4.50846,-4.52733,-4.37761,-4.61785,-4.57762,-4.57744,-4.54837,-4.54544,-4.53459,-4.55785,-4.51417,-4.53814,-4.45674,-4.59971,-4.56286,-4.5651,-4.53972,-4.52983,-4.53639,-4.56275,-4.51953,-4.54185,-4.45777,-4.59664,-4.54847,-4.55018,-4.5428,-4.53901,-4.55243,-4.56184,-4.51506,-4.5394,-4.42602,-4.56618,-4.53054,-4.52483,-4.52694,-4.52661,-4.53443,-4.53273,-4.56769,-4.58337,-4.64108,-4.6346,-4.62458,-4.62116,-4.60761,-4.60912,-4.60661,-4.60396,-4.61672,-4.62028,-4.65529,-4.59946,-4.59164,-4.57287,-4.56405,-4.54658,-4.54516,-4.54522,-4.55785,-4.58852,
18.9061,-6.22665,-5.27155,-5.5159,-5.51724,-5.57896,-5.58167,-5.57937,-5.56866,-5.59185,-5.61557,-5.64397,-5.43295,-5.51796,-5.56161,-5.60653,-5.60614,-5.59974,-5.58939,-5.62661,-5.64403,-5.68221,-6.00292,-5.62779,-5.62532,-5.62347,-5.62704,-5.62933,-5.632,-5.64483,-5.63773,-5.67449,-5.92884,-5.63579,-5.63367,-5.64138,-5.64294,-5.64862,-5.65854,-5.65526,-5.63669,-5.68291,-5.78303,-5.5797,-5.58884,-5.58852,-5.60054,-5.4969,-5.49698,-5.52017,-5.5295,-5.57224,-5.74757,-5.58893,-5.59748,-5.6055,-5.61173,-5.48972,-5.49807,-5.52351,-5.53599,-5.57357,-5.72212,-5.60791,-5.62712,-5.63349,-5.63434,-5.51003,-5.52893,-5.52469,-5.5409,-5.57461,-5.70928,-5.59781,-5.61355,-5.59499,-5.59476,-5.52438,-5.53198,-5.53203,-5.51747,-5.54542,-5.74178,-5.60938,-5.63615,-5.61516,-5.61887,-5.54658,-5.5493,-5.55104,-5.53871,-5.5355,-5.70648,-5.66967,-5.69263,-5.68322,-5.68425,-5.62351,-5.62464,-5.62475,-5.61368,-5.60338,
