time[sec],experiment,y1-u1estimate,y1-u2estimate,y1-u3estimate,y1-u4estimate,y1-u5estimate,y1-u6estimate,y1-u7estimate,y1-u8estimate,y1-u9estimate,y1-u10estimate,y2-u1estimate,y2-u2estimate,y2-u3estimate,y2-u4estimate,y2-u5estimate,y2-u6estimate,y2-u7estimate,y2-u8estimate,y2-u9estimate,y2-u10estimate,y3-u1estimate,y3-u2estimate,y3-u3estimate,y3-u4estimate,y3-u5estimate,y3-u6estimate,y3-u7estimate,y3-u8estimate,y3-u9estimate,y3-u10estimate,y4-u1estimate,y4-u2estimate,y4-u3estimate,y4-u4estimate,y4-u5estimate,y4-u6estimate,y4-u7estimate,y4-u8estimate,y4-u9estimate,y4-u10estimate,y5-u1estimate,y5-u2estimate,y5-u3estimate,y5-u4estimate,y5-u5estimate,y5-u6estimate,y5-u7estimate,y5-u8estimate,y5-u9estimate,y5-u10estimate,y6-u1estimate,y6-u2estimate,y6-u3estimate,y6-u4estimate,y6-u5estimate,y6-u6estimate,y6-u7estimate,y6-u8estimate,y6-u9estimate,y6-u10estimate,y7-u1estimate,y7-u2estimate,y7-u3estimate,y7-u4estimate,y7-u5estimate,y7-u6estimate,y7-u7estimate,y7-u8estimate,y7-u9estimate,y7-u10estimate,y8-u1estimate,y8-u2estimate,y8-u3estimate,y8-u4estimate,y8-u5estimate,y8-u6estimate,y8-u7estimate,y8-u8estimate,y8-u9estimate,y8-u10estimate,y9-u1estimate,y9-u2estimate,y9-u3estimate,y9-u4estimate,y9-u5estimate,y9-u6estimate,y9-u7estimate,y9-u8estimate,y9-u9estimate,y9-u10estimate,y10-u1estimate,y10-u2estimate,y10-u3estimate,y10-u4estimate,y10-u5estimate,y10-u6estimate,y10-u7estimate,y10-u8estimate,y10-u9estimate,y10-u10estimate,
14.6046,-1.2688,-0.612589,-1.23305,-1.21818,-1.18296,-1.21024,-1.22786,-1.19401,-1.16105,-1.24079,-1.21238,-1.23625,-1.248,-1.23622,-1.20835,-1.22526,-1.23626,-1.21086,-1.17763,-1.24834,-1.21381,-1.08618,-1.21717,-1.21748,-1.21499,-1.23421,-1.25055,-1.22724,-1.18633,-1.2465,-1.21103,-1.05803,-1.22219,-1.22931,-1.23908,-1.237,-1.2551,-1.22906,-1.18855,-1.24654,-1.20929,-1.19905,-1.28163,-1.27529,-1.27497,-1.27361,-1.2788,-1.24702,-1.21125,-1.25538,-1.20761,-1.27757,-1.25414,-1.25,-1.25535,-1.2577,-1.25236,-1.2467,-1.2091,-1.25494,-1.21041,-1.2871,-1.24527,-1.23553,-1.24032,-1.24156,-1.2293,-1.2105,-1.20846,-1.25411,-1.21106,-1.33384,-1.29189,-1.28252,-1.27129,-1.27097,-1.26043,-1.24399,-1.2448,-1.21718,-1.18668,-1.22246,-1.25604,-1.22399,-1.2088,-1.20771,-1.19541,-1.1909,-1.19155,-1.18067,-1.18046,-1.21321,-1.26922,-1.23701,-1.21891,-1.21785,-1.20795,-1.20383,-1.2038,-1.19136,-1.19151,
14.6546,0.296243,-0.486012,0.0421034,0.053389,0.0845234,0.127296,0.10062,0.0823373,0.0296689,0.068862,0.0968072,-0.498006,0.0291817,0.0351596,0.059644,0.0944991,0.0790462,0.0684275,-0.00190756,0.0376454,0.0711462,-0.146412,0.0723076,0.0621814,0.0623298,0.0990548,0.0836986,0.073214,0.00287494,0.0366554,0.0702825,-0.193796,0.0932979,0.0854153,0.0859659,0.087469,0.0685582,0.0503909,-0.00406528,0.037327,0.0673032,-0.208578,0.0759345,0.0737792,0.0737409,0.056731,0.0618372,0.0394461,-0.00299829,0.031043,0.0696637,-0.132537,0.056939,0.0569572,0.0559368,0.0428101,0.0389632,0.0410334,-0.000720381,0.0370046,0.0718732,-0.112522,0.0372482,0.0258686,0.0251972,0.0221767,0.0141905,0.0089313,-7.56075e-005,0.040774,0.07286,-0.0767361,0.0712972,0.060888,0.0642448,0.0651579,0.0554021,0.0494978,0.0527288,0.0454854,0.0704837,-0.0414536,0.0814871,0.0738998,0.0782362,0.0704953,0.0609681,0.0567884,0.0629133,0.0567632,0.0599262,-0.0582067,0.115359,0.105973,0.125786,0.118859,0.130175,0.12548,0.125349,0.121263,0.117646,
14.7046,0.251855,-0.30519,0.331227,0.31777,0.346585,0.385434,0.422056,0.398557,0.424331,0.359847,0.349087,0.436302,0.351373,0.395145,0.412826,0.432946,0.453032,0.431973,0.478079,0.412542,0.40163,0.646282,0.397853,0.418022,0.417563,0.439811,0.465618,0.446612,0.483248,0.409372,0.397377,0.525472,0.416302,0.44616,0.449509,0.444834,0.473468,0.453947,0.484863,0.409108,0.399272,0.608474,0.462639,0.474505,0.474406,0.471104,0.421142,0.39283,0.427725,0.374537,0.355202,0.637375,0.445818,0.458228,0.459394,0.461193,0.3909,0.394708,0.43336,0.379972,0.360728,0.619116,0.461788,0.485645,0.486463,0.486113,0.415375,0.428442,0.433571,0.378877,0.360717,0.538753,0.386766,0.408994,0.40285,0.402953,0.369959,0.378313,0.377095,0.399028,0.382865,0.526663,0.384615,0.41311,0.405958,0.405255,0.371511,0.376658,0.372847,0.388602,0.387086,0.525689,0.39015,0.417799,0.408681,0.408096,0.364548,0.369137,0.369263,0.387884,0.392614,
14.7547,0.569242,0.781605,0.200387,0.188682,0.160126,0.192883,0.227205,0.260273,0.303398,0.336645,0.363577,0.711302,0.210773,0.160236,0.140361,0.166498,0.193103,0.222146,0.258299,0.293998,0.324032,0.257,0.145518,0.125949,0.128146,0.152365,0.176326,0.202872,0.248,0.298488,0.330121,0.111692,0.175472,0.163789,0.159402,0.15925,0.186331,0.221367,0.254166,0.298147,0.334095,0.227646,0.225157,0.207658,0.207865,0.211949,0.211746,0.256199,0.277135,0.309025,0.358187,0.166384,0.24618,0.226739,0.223958,0.226886,0.237692,0.259516,0.285779,0.325452,0.368268,0.157203,0.257384,0.240232,0.23776,0.238202,0.252674,0.294541,0.287406,0.332473,0.370583,0.226769,0.323693,0.307346,0.316985,0.31688,0.316485,0.341031,0.34143,0.32996,0.360951,0.278403,0.338907,0.324407,0.336567,0.339405,0.338774,0.352177,0.356117,0.346443,0.353035,0.28117,0.341248,0.326758,0.346382,0.348335,0.350079,0.361748,0.361592,0.349685,0.345877,
14.8047,1.66803,1.20744,1.61671,1.63022,1.60218,1.57746,1.61126,1.64723,1.59138,1.63205,1.62555,1.27917,1.61058,1.70131,1.67617,1.65082,1.66634,1.68528,1.63309,1.66536,1.65802,1.34917,1.6073,1.68632,1.6838,1.659,1.68011,1.70992,1.64629,1.6611,1.65237,1.5985,1.55697,1.628,1.63319,1.6379,1.65605,1.68137,1.63684,1.66189,1.64585,1.80053,1.65113,1.68242,1.68226,1.67592,1.68121,1.71337,1.67218,1.68769,1.67006,1.75483,1.66528,1.69528,1.69946,1.69122,1.70917,1.71256,1.66867,1.683,1.66822,1.77268,1.64719,1.67417,1.67799,1.67625,1.69001,1.68947,1.67089,1.69157,1.67256,1.8157,1.68722,1.70593,1.69764,1.69814,1.70386,1.70347,1.70762,1.71219,1.69601,1.76415,1.67183,1.68812,1.6777,1.67139,1.67696,1.67914,1.68726,1.69267,1.69646,1.74915,1.68397,1.69953,1.68827,1.68326,1.69979,1.70161,1.70132,1.70978,1.71941,
14.8547,2.16734,2.23426,2.68218,2.67409,2.70782,2.6724,2.64656,2.67986,2.62403,2.56362,2.5473,2.61646,2.68987,2.67335,2.69918,2.67441,2.65462,2.67825,2.60918,2.55575,2.53572,2.71723,2.7061,2.6859,2.68912,2.66081,2.63273,2.65012,2.59866,2.55858,2.53919,2.7252,2.70335,2.68093,2.66921,2.67187,2.64411,2.66911,2.60826,2.55771,2.54481,2.45966,2.57876,2.58687,2.58722,2.60081,2.56383,2.58937,2.55268,2.52007,2.49682,2.36622,2.61719,2.6223,2.61705,2.62231,2.59169,2.58706,2.54583,2.50669,2.48724,2.37683,2.60682,2.60671,2.60218,2.60421,2.56737,2.55211,2.54582,2.50525,2.48685,2.28986,2.52241,2.52621,2.53485,2.53423,2.51979,2.51382,2.51443,2.53991,2.5214,2.24949,2.50701,2.50412,2.5135,2.51781,2.50263,2.50041,2.50133,2.52063,2.5152,2.25873,2.49696,2.49461,2.50514,2.50857,2.48289,2.48104,2.48096,2.50303,2.49176,
14.9047,2.96498,2.69554,3.1206,3.11115,3.08808,3.12318,3.08447,3.05602,3.01407,2.96698,2.98673,2.78559,3.11499,2.9746,2.96437,3.00505,2.98983,2.98216,2.89876,2.86949,2.8886,2.60576,3.06163,2.96032,2.96076,3.00194,2.98367,2.9714,2.89662,2.86975,2.88908,2.55752,3.08391,2.98245,2.98254,2.9853,2.96225,2.93927,2.88624,2.87042,2.88451,2.55499,3.05856,2.99319,2.9932,2.97338,3.01785,2.99299,2.94137,2.91755,2.94382,2.68894,3.02549,2.96476,2.96206,2.94744,2.98427,2.99735,2.94969,2.92968,2.95233,2.71273,3.00337,2.91596,2.91383,2.91084,2.946,2.95412,2.94922,2.92721,2.95082,2.65285,2.94604,2.8814,2.88529,2.88614,2.91034,2.91703,2.91722,2.9182,2.93865,2.71773,2.96402,2.88836,2.89328,2.88593,2.91077,2.91495,2.91544,2.91651,2.92483,2.72782,2.95727,2.88305,2.8883,2.88312,2.91242,2.91598,2.91594,2.91703,2.91161,
14.9547,2.59826,2.15257,2.60864,2.60004,2.57664,2.54819,2.57501,2.53646,2.58468,2.54131,2.56074,2.44006,2.61154,2.56944,2.55318,2.53518,2.55453,2.52909,2.58477,2.54517,2.56893,2.50729,2.61609,2.57765,2.57276,2.55878,2.59123,2.57926,2.60579,2.53669,2.55813,2.6298,2.58648,2.53949,2.55432,2.55372,2.58732,2.57106,2.60156,2.53674,2.55804,2.71195,2.62609,2.58608,2.58558,2.58499,2.52009,2.49383,2.53101,2.49032,2.50917,2.73387,2.61626,2.57765,2.58859,2.58882,2.50994,2.48927,2.52143,2.47201,2.49383,2.69797,2.64905,2.61901,2.62798,2.62667,2.55267,2.53099,2.52351,2.47785,2.49592,2.59829,2.55495,2.53645,2.50833,2.50866,2.47781,2.46402,2.46408,2.47172,2.48671,2.66083,2.5757,2.56238,2.53014,2.5284,2.49695,2.48653,2.48756,2.48914,2.49035,2.65073,2.58901,2.57519,2.53066,2.52935,2.49055,2.48136,2.4813,2.48303,2.48482,
15.0047,2.14007,2.9407,2.18716,2.18259,2.16752,2.13808,2.11297,2.13969,2.20051,2.25538,2.27124,2.63143,2.19029,2.1603,2.15047,2.13112,2.11407,2.13372,2.20549,2.25509,2.2749,2.45256,2.17727,2.15642,2.15533,2.13635,2.11937,2.14587,2.20843,2.25499,2.27497,2.40114,2.18172,2.15959,2.16474,2.16638,2.15453,2.19893,2.22806,2.25345,2.28647,2.24353,2.11439,2.11183,2.11161,2.14109,2.13692,2.18866,2.21387,2.23807,2.27973,2.18813,2.13243,2.12861,2.13532,2.15473,2.15967,2.19424,2.22797,2.26309,2.2962,2.17886,2.14009,2.13925,2.14484,2.15042,2.15451,2.20976,2.22567,2.25598,2.29207,2.32782,2.28367,2.27648,2.26727,2.2657,2.25496,2.28455,2.28075,2.28901,2.31425,2.40023,2.30723,2.3096,2.30003,2.31746,2.30661,2.32052,2.31614,2.31641,2.31565,2.38817,2.32692,2.32815,2.32088,2.33326,2.3272,2.33919,2.33944,2.34126,2.3397,
15.0548,2.82302,2.65271,2.94544,2.96398,2.95007,2.9357,2.90793,2.88345,2.84222,2.91153,2.88809,2.31019,2.92243,2.92923,2.92047,2.91496,2.89738,2.8807,2.82885,2.89389,2.8644,2.44149,2.91692,2.9248,2.92376,2.91844,2.90015,2.88147,2.83099,2.89437,2.8647,2.53792,2.90912,2.91504,2.91811,2.92506,2.90685,2.88764,2.83536,2.89409,2.86444,2.61333,2.92702,2.92771,2.92761,2.94235,3.0293,3.01412,2.95146,2.98017,2.95682,2.69669,2.90808,2.91147,2.91204,2.92092,3.01461,3.01516,2.95171,2.98277,2.96035,2.7096,2.89516,2.89152,2.89202,2.89533,2.99364,2.98783,2.95547,2.99759,2.96754,2.74168,2.92578,2.92162,2.92138,2.92043,2.97706,2.97481,2.97988,2.94623,2.92749,2.6196,2.88383,2.8551,2.85266,2.85708,2.91382,2.91803,2.92931,2.91341,2.91552,2.60213,2.90757,2.87811,2.88378,2.88622,2.97751,2.98054,2.98021,2.96482,2.96489,
15.1048,2.58141,2.01986,2.47053,2.46481,2.50885,2.48797,2.46729,2.43963,2.48005,2.43596,2.40541,2.261,2.47136,2.4416,2.47627,2.46447,2.45138,2.43349,2.48051,2.44024,2.40383,2.58809,2.52608,2.48021,2.48046,2.46927,2.4568,2.43805,2.48095,2.43932,2.40225,2.57164,2.52602,2.47777,2.47631,2.47548,2.46339,2.44376,2.48169,2.43904,2.40193,2.48443,2.48836,2.46212,2.46216,2.46826,2.48813,2.46515,2.49263,2.45548,2.4099,2.46588,2.49512,2.46857,2.46822,2.47278,2.50127,2.45448,2.46837,2.4134,2.3792,2.44306,2.51562,2.49348,2.49277,2.49324,2.53483,2.4683,2.46868,2.41278,2.37942,2.3894,2.46576,2.45136,2.45063,2.4505,2.48082,2.43911,2.43877,2.48478,2.45069,2.37571,2.46054,2.43882,2.4376,2.43805,2.46906,2.44384,2.44278,2.47301,2.46216,2.39416,2.42174,2.4026,2.38593,2.38752,2.4042,2.38272,2.38267,2.41648,2.41377,
15.1548,1.95308,2.92495,2.17077,2.16655,2.15948,2.213,2.19472,2.17663,2.22011,2.26353,2.28022,2.6732,2.17665,2.17303,2.16777,2.20632,2.19449,2.18164,2.23686,2.27433,2.29593,2.54215,2.1761,2.17334,2.17248,2.21367,2.20345,2.19263,2.23985,2.27401,2.29575,2.36573,2.2074,2.2129,2.21985,2.21917,2.20943,2.19866,2.24073,2.2739,2.29682,2.37135,2.21513,2.21745,2.2172,2.21297,2.23557,2.22309,2.25337,2.27865,2.31013,2.40245,2.20009,2.20369,2.20849,2.20621,2.22977,2.22123,2.25,2.27519,2.30509,2.40541,2.19506,2.19652,2.20062,2.20018,2.22458,2.20789,2.24425,2.25528,2.29521,2.49776,2.28524,2.28241,2.27471,2.27488,2.28127,2.26553,2.25891,2.25735,2.28825,2.53706,2.29978,2.30293,2.29476,2.29488,2.30143,2.28966,2.27643,2.27295,2.2731,2.53947,2.29692,2.30009,2.28617,2.28655,2.29058,2.28018,2.28076,2.27652,2.25814,
15.2048,1.78598,1.20359,1.59861,1.61521,1.59971,1.59267,1.63433,1.61213,1.64823,1.69958,1.68111,0.884535,1.57416,1.56467,1.55527,1.55616,1.58862,1.57836,1.60795,1.65998,1.63486,0.957381,1.55306,1.55216,1.55225,1.55221,1.58735,1.57436,1.60498,1.66207,1.63726,1.01453,1.55476,1.55712,1.5565,1.56106,1.6004,1.59035,1.61052,1.66168,1.63792,1.22249,1.62957,1.61702,1.61709,1.63331,1.62268,1.61198,1.62489,1.6657,1.63456,1.2265,1.63909,1.62616,1.62493,1.6355,1.6238,1.60882,1.61797,1.6574,1.63017,1.21856,1.65021,1.64054,1.63926,1.64199,1.631,1.6088,1.61661,1.65404,1.62918,1.20457,1.63651,1.62986,1.63239,1.6316,1.62614,1.61183,1.60957,1.55516,1.54472,1.13323,1.60845,1.58398,1.58554,1.59003,1.58313,1.57791,1.57324,1.54155,1.54222,1.12107,1.62007,1.59555,1.60278,1.60559,1.60721,1.60232,1.60261,1.56609,1.56911,
15.2548,1.58169,2.19123,1.48191,1.4781,1.52495,1.5039,1.49498,1.53502,1.57021,1.60766,1.58516,2.00482,1.48982,1.50528,1.53993,1.52251,1.51325,1.54017,1.58545,1.6178,1.59181,2.23432,1.56262,1.5499,1.54938,1.53368,1.52825,1.56841,1.5968,1.6143,1.58697,2.22036,1.54981,1.52801,1.52907,1.52738,1.52023,1.56371,1.59388,1.61446,1.58375,2.16392,1.55074,1.53548,1.53545,1.53147,1.55576,1.6103,1.6274,1.63907,1.60331,2.05802,1.57324,1.55587,1.55862,1.5548,1.60283,1.60882,1.62451,1.6353,1.60236,2.05569,1.5709,1.5479,1.55021,1.54929,1.60275,1.61303,1.62311,1.63071,1.60089,2.09193,1.60628,1.58682,1.58243,1.58271,1.61124,1.61778,1.61578,1.59952,1.57851,2.10386,1.61514,1.59392,1.58912,1.58706,1.61642,1.62004,1.61583,1.60463,1.59881,2.11216,1.59143,1.57189,1.55544,1.55475,1.57785,1.58162,1.58177,1.56643,1.57787,
15.3048,2.20337,2.13872,2.47105,2.48818,2.47714,2.53949,2.52066,2.51379,2.45168,2.48874,2.47503,1.93357,2.45361,2.49069,2.48213,2.52877,2.51698,2.51295,2.43649,2.47221,2.45431,2.01567,2.443,2.47867,2.47904,2.52642,2.51198,2.50468,2.4354,2.47332,2.45552,1.90493,2.48197,2.53272,2.53524,2.54048,2.52798,2.52545,2.44637,2.47248,2.46018,1.92555,2.467,2.50492,2.5048,2.51159,2.50521,2.4999,2.43974,2.46277,2.44474,1.95119,2.47329,2.5109,2.51356,2.51454,2.50876,2.49689,2.43048,2.44941,2.43521,1.97806,2.45006,2.48326,2.48574,2.48699,2.47124,2.43832,2.43007,2.4487,2.43511,1.974,2.44533,2.47127,2.4639,2.46354,2.45677,2.43548,2.43686,2.41865,2.41039,1.93495,2.4275,2.45192,2.44261,2.4446,2.43718,2.42551,2.42853,2.41748,2.41457,1.93166,2.4378,2.46126,2.4507,2.45194,2.44678,2.43624,2.43616,2.4231,2.4254,
15.3548,2.13948,1.44972,1.94624,1.93856,1.97758,1.95821,2.00183,1.97722,1.99885,1.93679,1.91841,1.68746,1.94582,1.88354,1.91603,1.90857,1.94233,1.9321,1.93904,1.88951,1.86507,1.90929,1.97692,1.91173,1.91335,1.90499,1.94207,1.92962,1.93753,1.88914,1.8643,1.90548,1.97724,1.90849,1.90191,1.9013,1.94006,1.92474,1.93535,1.8891,1.86292,2.05904,2.04733,1.98649,1.98681,1.98946,1.99796,1.98338,1.98261,1.93537,1.90923,2.06794,2.04293,1.98296,1.97578,1.98065,1.98493,1.984,1.98408,1.9346,1.91033,2.06308,2.04711,1.9755,1.96917,1.97077,1.97644,1.97227,1.98218,1.92609,1.90696,1.95084,1.94049,1.8904,1.90309,1.90262,1.91385,1.91499,1.91181,1.9235,1.90859,1.96751,1.94612,1.88322,1.89806,1.90253,1.91387,1.91454,1.90781,1.91629,1.9142,1.97391,1.93009,1.86911,1.88624,1.88984,1.89823,1.89899,1.89926,1.90915,1.91381,
15.4049,1.99203,2.51835,1.797,1.79135,1.78012,1.82876,1.81376,1.85932,1.89738,1.91753,1.94415,2.36475,1.80676,1.81938,1.8098,1.84222,1.8307,1.86272,1.91081,1.92758,1.96076,2.25589,1.81384,1.82227,1.82004,1.85625,1.84926,1.8975,1.92509,1.92269,1.95472,2.1391,1.82916,1.84178,1.85224,1.85058,1.84198,1.89461,1.92291,1.92275,1.95507,2.13592,1.83905,1.84589,1.84552,1.83098,1.82749,1.8881,1.9122,1.91457,1.95542,2.04806,1.86281,1.86721,1.87787,1.86475,1.88551,1.88377,1.90268,1.89938,1.94092,2.04401,1.86537,1.87222,1.88136,1.87728,1.90298,1.90495,1.90344,1.902,1.94108,2.05893,1.88,1.88464,1.86073,1.86191,1.87951,1.87994,1.87978,1.86115,1.89579,2.14251,1.90874,1.92974,1.90321,1.89508,1.91389,1.91106,1.91149,1.89414,1.8959,2.14035,1.91488,1.93511,1.89626,1.89048,1.91336,1.91086,1.91087,1.88981,1.88606,
15.4549,2.39078,2.51648,2.81999,2.83809,2.82373,2.81735,2.85945,2.84379,2.7749,2.81451,2.80818,2.32095,2.80369,2.86155,2.84939,2.84332,2.86906,2.8559,2.77627,2.81229,2.80437,2.39562,2.79352,2.84681,2.84694,2.83966,2.8673,2.8505,2.77648,2.81293,2.80511,2.45941,2.79051,2.84806,2.84784,2.85477,2.88743,2.8759,2.78969,2.8119,2.81164,2.61284,2.84678,2.87591,2.87594,2.89982,2.86621,2.85144,2.78523,2.80459,2.80326,2.6188,2.85253,2.88143,2.88081,2.89563,2.85021,2.85306,2.78677,2.80866,2.80628,2.64208,2.83095,2.85445,2.85407,2.85948,2.79703,2.78414,2.78461,2.80172,2.80305,2.65276,2.84035,2.85803,2.8592,2.85763,2.81984,2.81118,2.81034,2.81045,2.8104,2.63805,2.83344,2.85279,2.85406,2.86873,2.82955,2.82315,2.82346,2.8216,2.81865,2.62049,2.85927,2.87697,2.88884,2.89876,2.86372,2.85749,2.85757,2.85727,2.86465,
15.5049,2.25311,1.62217,2.10496,2.09784,2.13781,2.11219,2.0949,2.131,2.16582,2.09822,2.07771,1.75125,2.09971,2.0036,2.03888,2.03119,2.02624,2.06262,2.07612,2.02543,1.99689,1.93693,2.11889,2.029,2.03168,2.02196,2.01268,2.0498,2.06973,2.0268,1.99832,1.92799,2.12359,2.02941,2.0192,2.01953,2.00901,2.0507,2.06933,2.02662,1.99759,1.8684,2.08827,2.02982,2.0302,2.03089,2.07271,2.1269,2.12993,2.08393,2.05592,1.80449,2.11703,2.05684,2.05045,2.0494,2.11593,2.12666,2.12941,2.07999,2.05469,1.80359,2.11965,2.04683,2.04119,2.04107,2.11678,2.13528,2.13031,2.08169,2.05599,1.70213,2.02227,1.97076,1.98213,1.98215,2.03476,2.05196,2.0517,2.0465,2.02958,1.69843,2.01783,1.94775,1.96046,1.95893,2.01269,2.02549,2.02383,2.02402,2.0243,1.70025,2.01287,1.94424,1.96239,1.96123,2.03339,2.04452,2.04465,2.0468,2.04769,
15.5549,0.945453,1.34584,0.704678,0.698021,0.687027,0.736213,0.716091,0.7043,0.646538,0.677263,0.69731,1.24763,0.715039,0.738779,0.728478,0.759292,0.744046,0.732491,0.67375,0.698365,0.726395,1.20495,0.734236,0.747377,0.743842,0.779804,0.771267,0.771342,0.6937,0.691562,0.71795,1.10622,0.741992,0.759847,0.774,0.769045,0.757758,0.751562,0.688335,0.691858,0.716631,1.10356,0.756261,0.765887,0.765378,0.742732,0.741495,0.730324,0.682468,0.686751,0.719663,1.13194,0.735769,0.746549,0.757081,0.742709,0.741221,0.726234,0.670874,0.668337,0.702244,1.15186,0.714146,0.715871,0.72522,0.721978,0.711476,0.67457,0.670277,0.666072,0.70016,1.16633,0.730039,0.730857,0.706116,0.707054,0.702793,0.675981,0.677343,0.688718,0.712484,1.2594,0.765003,0.785114,0.757796,0.752252,0.749038,0.728013,0.731539,0.731254,0.724015,1.26234,0.75592,0.77616,0.730258,0.726868,0.710885,0.692703,0.692499,0.68982,0.683234,
15.6049,0.651552,1.40202,0.634886,0.653497,0.640975,0.633007,0.678522,0.657266,0.676211,0.608394,0.603052,0.731818,0.621204,0.688566,0.677432,0.668297,0.696186,0.677348,0.70872,0.6428,0.637105,0.648829,0.610358,0.672505,0.673218,0.662525,0.69147,0.666293,0.70236,0.643904,0.638432,0.633018,0.615703,0.682715,0.681505,0.685918,0.721754,0.704722,0.717044,0.642472,0.647837,0.728243,0.659231,0.697315,0.697374,0.726116,0.679144,0.657184,0.674627,0.619899,0.623008,0.712576,0.664103,0.701521,0.700478,0.720546,0.657317,0.659201,0.680221,0.62548,0.627,0.702058,0.673976,0.725449,0.72433,0.729684,0.660035,0.664943,0.678044,0.615769,0.62245,0.604898,0.57984,0.623842,0.62252,0.620902,0.591031,0.599391,0.594313,0.602828,0.609113,0.578862,0.571181,0.623747,0.622292,0.63776,0.606687,0.610454,0.60165,0.606499,0.605973,0.562589,0.603515,0.65338,0.663149,0.673569,0.650205,0.652815,0.653301,0.661924,0.662843,
15.6549,0.662415,0.00400567,0.479831,0.49556,0.536377,0.522191,0.51118,0.554945,0.588364,0.605775,0.630337,-0.111653,0.463112,0.505376,0.535596,0.525596,0.517204,0.548964,0.587849,0.604252,0.635107,0.261986,0.508347,0.528007,0.530051,0.518227,0.505527,0.537965,0.581558,0.606841,0.638871,0.327895,0.500227,0.519435,0.510607,0.512656,0.497867,0.532725,0.577629,0.607169,0.637768,0.362409,0.510979,0.522219,0.522544,0.522653,0.587111,0.635303,0.655543,0.667507,0.719639,0.328354,0.5272,0.536952,0.530491,0.528953,0.614899,0.638804,0.664482,0.682954,0.728264,0.333964,0.522883,0.532415,0.526801,0.526447,0.622082,0.664842,0.665256,0.68665,0.728875,0.386788,0.573565,0.578645,0.595384,0.595526,0.645436,0.672923,0.673737,0.652931,0.68944,0.474262,0.600344,0.622235,0.643411,0.645268,0.698068,0.710655,0.712242,0.691988,0.693897,0.474726,0.587175,0.609635,0.637299,0.63873,0.70682,0.718056,0.718045,0.694586,0.695408,
15.7049,-0.62762,-0.119812,-0.658871,-0.667295,-0.623903,-0.577014,-0.59013,-0.59812,-0.667195,-0.637848,-0.653558,-0.0876746,-0.644751,-0.612446,-0.582184,-0.553739,-0.564858,-0.573628,-0.647686,-0.623487,-0.639131,0.0280975,-0.592474,-0.583788,-0.582522,-0.552719,-0.565005,-0.57557,-0.645933,-0.623614,-0.639339,-0.15178,-0.568425,-0.552282,-0.554443,-0.560563,-0.57529,-0.591938,-0.65019,-0.623271,-0.642406,-0.240413,-0.590321,-0.575022,-0.574958,-0.595609,-0.603313,-0.625937,-0.667766,-0.642713,-0.669833,-0.259376,-0.594785,-0.580103,-0.581498,-0.59398,-0.602368,-0.632529,-0.684926,-0.668931,-0.689936,-0.248041,-0.607677,-0.5964,-0.597464,-0.600687,-0.613113,-0.667308,-0.683343,-0.662726,-0.686966,-0.263136,-0.620517,-0.611049,-0.609229,-0.608285,-0.614784,-0.651043,-0.64708,-0.642387,-0.66498,-0.297517,-0.627821,-0.619085,-0.617202,-0.626782,-0.633544,-0.654668,-0.646902,-0.643453,-0.65596,-0.308561,-0.607355,-0.599978,-0.589342,-0.597075,-0.591693,-0.611112,-0.611358,-0.605454,-0.605526,
15.755,-0.457438,-0.0455369,-0.697621,-0.683698,-0.703187,-0.648357,-0.605892,-0.621968,-0.604826,-0.680071,-0.685039,-0.645686,-0.710707,-0.691612,-0.705863,-0.664719,-0.632967,-0.6416,-0.629378,-0.695269,-0.703793,-0.830512,-0.744363,-0.715278,-0.713927,-0.673246,-0.641129,-0.655721,-0.636432,-0.693911,-0.702221,-0.939303,-0.713716,-0.675038,-0.676682,-0.674506,-0.640436,-0.656837,-0.637396,-0.694047,-0.702273,-0.759046,-0.639584,-0.626891,-0.626785,-0.630915,-0.66758,-0.688098,-0.667419,-0.709882,-0.724871,-0.736374,-0.644693,-0.631646,-0.634441,-0.637462,-0.688453,-0.686165,-0.661967,-0.703817,-0.718486,-0.733028,-0.646121,-0.630397,-0.632778,-0.633715,-0.690885,-0.687387,-0.665374,-0.717583,-0.724261,-0.793647,-0.705446,-0.690699,-0.68672,-0.686488,-0.715184,-0.710604,-0.715742,-0.691481,-0.698473,-0.798118,-0.708234,-0.691032,-0.686225,-0.688201,-0.718123,-0.715017,-0.72581,-0.707648,-0.703509,-0.792446,-0.711096,-0.694104,-0.688026,-0.689396,-0.730564,-0.727772,-0.727311,-0.705755,-0.703429,
